control_id,technique_id,mapping_type,matrix
ac-6,T1563,mitigates,nist-800-53-r5
ac-6,T1563.001,mitigates,nist-800-53-r5
ac-6,T1563.002,mitigates,nist-800-53-r5
ac-6,T1569,mitigates,nist-800-53-r5
ac-6,T1569.001,mitigates,nist-800-53-r5
ac-6,T1569.002,mitigates,nist-800-53-r5
ac-6,T1574.004,mitigates,nist-800-53-r5
ac-6,T1574.005,mitigates,nist-800-53-r5
ac-6,T1574.008,mitigates,nist-800-53-r5
ac-6,T1574.009,mitigates,nist-800-53-r5
ac-6,T1574.010,mitigates,nist-800-53-r5
ac-6,T1574.012,mitigates,nist-800-53-r5
ac-6,T1578,mitigates,nist-800-53-r5
ac-6,T1578.001,mitigates,nist-800-53-r5
ac-6,T1578.002,mitigates,nist-800-53-r5
ac-6,T1578.003,mitigates,nist-800-53-r5
ac-6,T1599.001,mitigates,nist-800-53-r5
ac-6,T1601,mitigates,nist-800-53-r5
ac-6,T1601.001,mitigates,nist-800-53-r5
ac-6,T1601.002,mitigates,nist-800-53-r5
ac-6,T1606,mitigates,nist-800-53-r5
ac-6,T1606.001,mitigates,nist-800-53-r5
ac-6,T1606.002,mitigates,nist-800-53-r5
ac-6,T1612,mitigates,nist-800-53-r5
ac-6,T1613,mitigates,nist-800-53-r5
ac-6,T1619,mitigates,nist-800-53-r5
ac-6,T1003.001,mitigates,nist-800-53-r5
ac-6,T1003.002,mitigates,nist-800-53-r5
ac-6,T1003.003,mitigates,nist-800-53-r5
ac-6,T1005,mitigates,nist-800-53-r5
ac-6,T1055,mitigates,nist-800-53-r5
ac-6,T1055.001,mitigates,nist-800-53-r5
ac-6,T1055.014,mitigates,nist-800-53-r5
ac-6,T1068,mitigates,nist-800-53-r5
ac-6,T1078,mitigates,nist-800-53-r5
ac-6,T1091,mitigates,nist-800-53-r5
ac-6,T1110.001,mitigates,nist-800-53-r5
ac-6,T1110.002,mitigates,nist-800-53-r5
ac-6,T1133,mitigates,nist-800-53-r5
ac-6,T1199,mitigates,nist-800-53-r5
ac-6,T1200,mitigates,nist-800-53-r5
ac-6,T1212,mitigates,nist-800-53-r5
ac-6,T1218,mitigates,nist-800-53-r5
ac-6,T1528,mitigates,nist-800-53-r5
ac-6,T1530,mitigates,nist-800-53-r5
ac-6,T1552.007,mitigates,nist-800-53-r5
ac-6,T1556,mitigates,nist-800-53-r5
ac-6,T1580,mitigates,nist-800-53-r5
ac-6,T1599,mitigates,nist-800-53-r5
ac-6,T1611,mitigates,nist-800-53-r5
ac-6,T1070.007,mitigates,nist-800-53-r5
ac-6,T1070.008,mitigates,nist-800-53-r5
ac-6,T1070.009,mitigates,nist-800-53-r5
ac-6,T1098.004,mitigates,nist-800-53-r5
ac-6,T1098.005,mitigates,nist-800-53-r5
ac-6,T1505.005,mitigates,nist-800-53-r5
ac-6,T1546.016,mitigates,nist-800-53-r5
ac-6,T1647,mitigates,nist-800-53-r5
ac-6,T1648,mitigates,nist-800-53-r5
ac-6,T1556.005,mitigates,nist-800-53-r5
ac-6,T1556.006,mitigates,nist-800-53-r5
ac-6,T1556.007,mitigates,nist-800-53-r5
ac-6,T1621,mitigates,nist-800-53-r5
ac-7,T1021.001,mitigates,nist-800-53-r5
ac-7,T1078.002,mitigates,nist-800-53-r5
ac-7,T1078.004,mitigates,nist-800-53-r5
ac-7,T1556.004,mitigates,nist-800-53-r5
ac-7,T1021,mitigates,nist-800-53-r5
ac-7,T1021.004,mitigates,nist-800-53-r5
ac-7,T1110,mitigates,nist-800-53-r5
ac-7,T1110.003,mitigates,nist-800-53-r5
ac-7,T1110.004,mitigates,nist-800-53-r5
ac-7,T1556.001,mitigates,nist-800-53-r5
ac-7,T1556.003,mitigates,nist-800-53-r5
ac-7,T1110.001,mitigates,nist-800-53-r5
ac-7,T1110.002,mitigates,nist-800-53-r5
ac-7,T1133,mitigates,nist-800-53-r5
ac-7,T1530,mitigates,nist-800-53-r5
ac-7,T1556,mitigates,nist-800-53-r5
ac-8,T1199,mitigates,nist-800-53-r5
au-1,T1556.006,mitigates,nist-800-53-r5
au-1,T1556.007,mitigates,nist-800-53-r5
au-2,T1556.006,mitigates,nist-800-53-r5
au-2,T1556.007,mitigates,nist-800-53-r5
au-5,T1593.003,mitigates,nist-800-53-r5
au-5,T1649,mitigates,nist-800-53-r5
au-6,T1593.003,mitigates,nist-800-53-r5
ca-2,T1190,mitigates,nist-800-53-r5
ca-2,T1195,mitigates,nist-800-53-r5
ca-2,T1195.001,mitigates,nist-800-53-r5
ca-2,T1195.002,mitigates,nist-800-53-r5
ca-2,T1210,mitigates,nist-800-53-r5
ca-3,T1020.001,mitigates,nist-800-53-r5
ca-3,T1567,mitigates,nist-800-53-r5
ca-3,T1041,mitigates,nist-800-53-r5
ca-3,T1048,mitigates,nist-800-53-r5
ca-3,T1048.002,mitigates,nist-800-53-r5
ca-3,T1048.003,mitigates,nist-800-53-r5
ca-7,T1037.002,mitigates,nist-800-53-r5
ca-7,T1037.005,mitigates,nist-800-53-r5
ca-7,T1059,mitigates,nist-800-53-r5
ca-7,T1059.005,mitigates,nist-800-53-r5
ca-7,T1070,mitigates,nist-800-53-r5
ca-7,T1070.001,mitigates,nist-800-53-r5
ca-7,T1070.003,mitigates,nist-800-53-r5
ca-7,T1078.004,mitigates,nist-800-53-r5
ca-7,T1095,mitigates,nist-800-53-r5
ca-7,T1105,mitigates,nist-800-53-r5
ca-7,T1176,mitigates,nist-800-53-r5
ca-7,T1189,mitigates,nist-800-53-r5
ca-7,T1190,mitigates,nist-800-53-r5
ca-7,T1195,mitigates,nist-800-53-r5
ca-7,T1195.001,mitigates,nist-800-53-r5
ca-7,T1195.002,mitigates,nist-800-53-r5
ca-7,T1197,mitigates,nist-800-53-r5
ca-7,T1203,mitigates,nist-800-53-r5
ca-7,T1205,mitigates,nist-800-53-r5
ca-7,T1205.001,mitigates,nist-800-53-r5
ca-7,T1210,mitigates,nist-800-53-r5
ca-7,T1211,mitigates,nist-800-53-r5
ca-7,T1213.003,mitigates,nist-800-53-r5
ca-7,T1218.010,mitigates,nist-800-53-r5
ca-7,T1218.012,mitigates,nist-800-53-r5
ca-7,T1219,mitigates,nist-800-53-r5
ca-7,T1221,mitigates,nist-800-53-r5
ca-7,T1222,mitigates,nist-800-53-r5
ca-7,T1498.001,mitigates,nist-800-53-r5
ca-7,T1498.002,mitigates,nist-800-53-r5
ca-7,T1499,mitigates,nist-800-53-r5
ca-7,T1499.001,mitigates,nist-800-53-r5
ca-7,T1499.002,mitigates,nist-800-53-r5
ca-7,T1499.003,mitigates,nist-800-53-r5
ca-7,T1499.004,mitigates,nist-800-53-r5
ca-7,T1537,mitigates,nist-800-53-r5
ca-7,T1543,mitigates,nist-800-53-r5
ca-7,T1546.003,mitigates,nist-800-53-r5
ca-7,T1547.003,mitigates,nist-800-53-r5
ca-7,T1548.003,mitigates,nist-800-53-r5
ca-7,T1552.005,mitigates,nist-800-53-r5
ca-7,T1555.002,mitigates,nist-800-53-r5
ca-7,T1558,mitigates,nist-800-53-r5
ca-7,T1558.003,mitigates,nist-800-53-r5
ca-7,T1562,mitigates,nist-800-53-r5
ca-7,T1562.001,mitigates,nist-800-53-r5
ca-7,T1562.006,mitigates,nist-800-53-r5
ca-7,T1565,mitigates,nist-800-53-r5
ca-7,T1565.001,mitigates,nist-800-53-r5
ca-7,T1565.003,mitigates,nist-800-53-r5
ca-7,T1567,mitigates,nist-800-53-r5
ca-7,T1568.002,mitigates,nist-800-53-r5
ca-7,T1570,mitigates,nist-800-53-r5
ca-7,T1574,mitigates,nist-800-53-r5
ca-7,T1574.007,mitigates,nist-800-53-r5
ca-7,T1602.002,mitigates,nist-800-53-r5
ca-7,T1001,mitigates,nist-800-53-r5
ca-7,T1001.001,mitigates,nist-800-53-r5
ca-7,T1001.002,mitigates,nist-800-53-r5
ca-7,T1001.003,mitigates,nist-800-53-r5
ca-7,T1003,mitigates,nist-800-53-r5
ca-7,T1003.004,mitigates,nist-800-53-r5
ca-7,T1003.005,mitigates,nist-800-53-r5
ca-7,T1003.006,mitigates,nist-800-53-r5
ca-7,T1003.007,mitigates,nist-800-53-r5
ca-7,T1003.008,mitigates,nist-800-53-r5
ca-7,T1008,mitigates,nist-800-53-r5
ca-7,T1021.002,mitigates,nist-800-53-r5
ca-7,T1021.005,mitigates,nist-800-53-r5
ca-7,T1029,mitigates,nist-800-53-r5
ca-7,T1030,mitigates,nist-800-53-r5
ca-7,T1036,mitigates,nist-800-53-r5
ca-7,T1036.003,mitigates,nist-800-53-r5
ca-7,T1036.005,mitigates,nist-800-53-r5
ca-7,T1036.007,mitigates,nist-800-53-r5
ca-7,T1037,mitigates,nist-800-53-r5
ca-7,T1037.003,mitigates,nist-800-53-r5
ca-7,T1037.004,mitigates,nist-800-53-r5
ca-7,T1041,mitigates,nist-800-53-r5
ca-7,T1048,mitigates,nist-800-53-r5
ca-7,T1048.001,mitigates,nist-800-53-r5
ca-7,T1048.002,mitigates,nist-800-53-r5
ca-7,T1048.003,mitigates,nist-800-53-r5
ca-7,T1052,mitigates,nist-800-53-r5
ca-7,T1052.001,mitigates,nist-800-53-r5
ca-7,T1053.006,mitigates,nist-800-53-r5
ca-7,T1055.009,mitigates,nist-800-53-r5
ca-7,T1059.007,mitigates,nist-800-53-r5
ca-7,T1070.002,mitigates,nist-800-53-r5
ca-7,T1071,mitigates,nist-800-53-r5
ca-7,T1071.001,mitigates,nist-800-53-r5
ca-7,T1071.002,mitigates,nist-800-53-r5
ca-7,T1071.003,mitigates,nist-800-53-r5
ca-7,T1071.004,mitigates,nist-800-53-r5
ca-7,T1072,mitigates,nist-800-53-r5
ca-7,T1078.001,mitigates,nist-800-53-r5
ca-7,T1078.003,mitigates,nist-800-53-r5
ca-7,T1080,mitigates,nist-800-53-r5
ca-7,T1090,mitigates,nist-800-53-r5
ca-7,T1090.001,mitigates,nist-800-53-r5
ca-7,T1090.002,mitigates,nist-800-53-r5
ca-7,T1090.003,mitigates,nist-800-53-r5
ca-7,T1102,mitigates,nist-800-53-r5
ca-7,T1102.001,mitigates,nist-800-53-r5
ca-7,T1102.002,mitigates,nist-800-53-r5
ca-7,T1102.003,mitigates,nist-800-53-r5
ca-7,T1104,mitigates,nist-800-53-r5
ca-7,T1110,mitigates,nist-800-53-r5
ca-7,T1110.003,mitigates,nist-800-53-r5
ca-7,T1110.004,mitigates,nist-800-53-r5
ca-7,T1132,mitigates,nist-800-53-r5
ca-7,T1132.001,mitigates,nist-800-53-r5
ca-7,T1132.002,mitigates,nist-800-53-r5
ca-7,T1185,mitigates,nist-800-53-r5
ca-7,T1187,mitigates,nist-800-53-r5
ca-7,T1204.001,mitigates,nist-800-53-r5
ca-7,T1204.003,mitigates,nist-800-53-r5
ca-7,T1213,mitigates,nist-800-53-r5
ca-7,T1213.001,mitigates,nist-800-53-r5
ca-7,T1213.002,mitigates,nist-800-53-r5
ca-7,T1218.002,mitigates,nist-800-53-r5
ca-7,T1222.001,mitigates,nist-800-53-r5
ca-7,T1222.002,mitigates,nist-800-53-r5
ca-7,T1489,mitigates,nist-800-53-r5
ca-7,T1498,mitigates,nist-800-53-r5
ca-7,T1539,mitigates,nist-800-53-r5
ca-7,T1542.004,mitigates,nist-800-53-r5
ca-7,T1542.005,mitigates,nist-800-53-r5
ca-7,T1543.002,mitigates,nist-800-53-r5
ca-7,T1546.004,mitigates,nist-800-53-r5
ca-7,T1546.013,mitigates,nist-800-53-r5
ca-7,T1547.013,mitigates,nist-800-53-r5
ca-7,T1548,mitigates,nist-800-53-r5
ca-7,T1550.003,mitigates,nist-800-53-r5
ca-7,T1552,mitigates,nist-800-53-r5
ca-7,T1552.001,mitigates,nist-800-53-r5
ca-7,T1552.002,mitigates,nist-800-53-r5
ca-7,T1552.004,mitigates,nist-800-53-r5
ca-7,T1553.003,mitigates,nist-800-53-r5
ca-7,T1555,mitigates,nist-800-53-r5
ca-7,T1556.001,mitigates,nist-800-53-r5
ca-7,T1557.002,mitigates,nist-800-53-r5
ca-7,T1558.002,mitigates,nist-800-53-r5
ca-7,T1558.004,mitigates,nist-800-53-r5
ca-7,T1562.002,mitigates,nist-800-53-r5
ca-7,T1562.004,mitigates,nist-800-53-r5
ca-7,T1563.001,mitigates,nist-800-53-r5
ca-7,T1564.004,mitigates,nist-800-53-r5
ca-7,T1566,mitigates,nist-800-53-r5
ca-7,T1566.001,mitigates,nist-800-53-r5
ca-7,T1566.003,mitigates,nist-800-53-r5
ca-7,T1568,mitigates,nist-800-53-r5
ca-7,T1569,mitigates,nist-800-53-r5
ca-7,T1569.002,mitigates,nist-800-53-r5
ca-7,T1571,mitigates,nist-800-53-r5
ca-7,T1572,mitigates,nist-800-53-r5
ca-7,T1573,mitigates,nist-800-53-r5
ca-7,T1573.001,mitigates,nist-800-53-r5
ca-7,T1573.002,mitigates,nist-800-53-r5
ca-7,T1574.004,mitigates,nist-800-53-r5
ca-7,T1574.008,mitigates,nist-800-53-r5
ca-7,T1574.009,mitigates,nist-800-53-r5
ca-7,T1598,mitigates,nist-800-53-r5
ca-7,T1598.001,mitigates,nist-800-53-r5
ca-7,T1598.002,mitigates,nist-800-53-r5
ca-7,T1599.001,mitigates,nist-800-53-r5
ca-7,T1602,mitigates,nist-800-53-r5
ca-7,T1602.001,mitigates,nist-800-53-r5
ca-7,T1003.001,mitigates,nist-800-53-r5
ca-7,T1003.002,mitigates,nist-800-53-r5
ca-7,T1003.003,mitigates,nist-800-53-r5
ca-7,T1046,mitigates,nist-800-53-r5
ca-7,T1056.002,mitigates,nist-800-53-r5
ca-7,T1068,mitigates,nist-800-53-r5
ca-7,T1078,mitigates,nist-800-53-r5
ca-7,T1110.001,mitigates,nist-800-53-r5
ca-7,T1110.002,mitigates,nist-800-53-r5
ca-7,T1111,mitigates,nist-800-53-r5
ca-7,T1201,mitigates,nist-800-53-r5
ca-7,T1212,mitigates,nist-800-53-r5
ca-7,T1218,mitigates,nist-800-53-r5
ca-7,T1218.011,mitigates,nist-800-53-r5
ca-7,T1528,mitigates,nist-800-53-r5
ca-7,T1530,mitigates,nist-800-53-r5
ca-7,T1555.001,mitigates,nist-800-53-r5
ca-7,T1556,mitigates,nist-800-53-r5
ca-7,T1557,mitigates,nist-800-53-r5
ca-7,T1557.001,mitigates,nist-800-53-r5
ca-7,T1566.002,mitigates,nist-800-53-r5
ca-7,T1598.003,mitigates,nist-800-53-r5
ca-7,T1599,mitigates,nist-800-53-r5
ca-7,T1204,mitigates,nist-800-53-r5
ca-7,T1204.002,mitigates,nist-800-53-r5
ca-7,T1557.003,mitigates,nist-800-53-r5
ca-7,T1070.007,mitigates,nist-800-53-r5
ca-7,T1070.008,mitigates,nist-800-53-r5
ca-7,T1070.009,mitigates,nist-800-53-r5
ca-7,T1546.016,mitigates,nist-800-53-r5
ca-7,T1564.010,mitigates,nist-800-53-r5
ca-7,T1574.013,mitigates,nist-800-53-r5
ca-7,T1622,mitigates,nist-800-53-r5
ca-7,T1647,mitigates,nist-800-53-r5
ca-8,T1021.001,mitigates,nist-800-53-r5
ca-8,T1053,mitigates,nist-800-53-r5
ca-8,T1053.002,mitigates,nist-800-53-r5
ca-8,T1053.003,mitigates,nist-800-53-r5
ca-8,T1053.005,mitigates,nist-800-53-r5
ca-8,T1059,mitigates,nist-800-53-r5
ca-8,T1176,mitigates,nist-800-53-r5
ca-8,T1210,mitigates,nist-800-53-r5
ca-8,T1211,mitigates,nist-800-53-r5
ca-8,T1495,mitigates,nist-800-53-r5
ca-8,T1505,mitigates,nist-800-53-r5
ca-8,T1525,mitigates,nist-800-53-r5
ca-8,T1543,mitigates,nist-800-53-r5
ca-8,T1548.002,mitigates,nist-800-53-r5
ca-8,T1550.001,mitigates,nist-800-53-r5
ca-8,T1562,mitigates,nist-800-53-r5
ca-8,T1574,mitigates,nist-800-53-r5
ca-8,T1574.007,mitigates,nist-800-53-r5
ca-8,T1021.005,mitigates,nist-800-53-r5
ca-8,T1204.003,mitigates,nist-800-53-r5
ca-8,T1213,mitigates,nist-800-53-r5
ca-8,T1213.001,mitigates,nist-800-53-r5
ca-8,T1213.002,mitigates,nist-800-53-r5
ca-8,T1484,mitigates,nist-800-53-r5
ca-8,T1505.001,mitigates,nist-800-53-r5
ca-8,T1505.002,mitigates,nist-800-53-r5
ca-8,T1505.004,mitigates,nist-800-53-r5
ca-8,T1542,mitigates,nist-800-53-r5
ca-8,T1542.001,mitigates,nist-800-53-r5
ca-8,T1542.003,mitigates,nist-800-53-r5
ca-8,T1542.004,mitigates,nist-800-53-r5
ca-8,T1542.005,mitigates,nist-800-53-r5
ca-8,T1548,mitigates,nist-800-53-r5
ca-8,T1552,mitigates,nist-800-53-r5
ca-8,T1552.001,mitigates,nist-800-53-r5
ca-8,T1552.002,mitigates,nist-800-53-r5
ca-8,T1552.004,mitigates,nist-800-53-r5
ca-8,T1552.006,mitigates,nist-800-53-r5
ca-8,T1553,mitigates,nist-800-53-r5
ca-8,T1553.006,mitigates,nist-800-53-r5
ca-8,T1554,mitigates,nist-800-53-r5
ca-8,T1558.004,mitigates,nist-800-53-r5
ca-8,T1560,mitigates,nist-800-53-r5
ca-8,T1563,mitigates,nist-800-53-r5
ca-8,T1574.001,mitigates,nist-800-53-r5
ca-8,T1574.005,mitigates,nist-800-53-r5
ca-8,T1574.008,mitigates,nist-800-53-r5
ca-8,T1574.009,mitigates,nist-800-53-r5
ca-8,T1574.010,mitigates,nist-800-53-r5
ca-8,T1578,mitigates,nist-800-53-r5
ca-8,T1578.001,mitigates,nist-800-53-r5
ca-8,T1578.002,mitigates,nist-800-53-r5
ca-8,T1578.003,mitigates,nist-800-53-r5
ca-8,T1601,mitigates,nist-800-53-r5
ca-8,T1601.001,mitigates,nist-800-53-r5
ca-8,T1601.002,mitigates,nist-800-53-r5
ca-8,T1612,mitigates,nist-800-53-r5
ca-8,T1068,mitigates,nist-800-53-r5
ca-8,T1195.003,mitigates,nist-800-53-r5
ca-8,T1212,mitigates,nist-800-53-r5
ca-8,T1482,mitigates,nist-800-53-r5
ca-8,T1528,mitigates,nist-800-53-r5
ca-8,T1530,mitigates,nist-800-53-r5
ca-8,T1560.001,mitigates,nist-800-53-r5
ca-8,T1574.013,mitigates,nist-800-53-r5
cm-10,T1550.001,mitigates,nist-800-53-r5
cm-10,T1559,mitigates,nist-800-53-r5
cm-10,T1559.002,mitigates,nist-800-53-r5
cm-10,T1562.006,mitigates,nist-800-53-r5
cm-10,T1546.008,mitigates,nist-800-53-r5
cm-10,T1546.013,mitigates,nist-800-53-r5
cm-10,T1553,mitigates,nist-800-53-r5
cm-10,T1553.004,mitigates,nist-800-53-r5
cm-10,T1562.009,mitigates,nist-800-53-r5
cm-11,T1059,mitigates,nist-800-53-r5
cm-11,T1176,mitigates,nist-800-53-r5
cm-11,T1195,mitigates,nist-800-53-r5
cm-11,T1195.001,mitigates,nist-800-53-r5
cm-11,T1195.002,mitigates,nist-800-53-r5
cm-11,T1218.003,mitigates,nist-800-53-r5
cm-11,T1218.004,mitigates,nist-800-53-r5
cm-11,T1218.008,mitigates,nist-800-53-r5
cm-11,T1218.009,mitigates,nist-800-53-r5
cm-11,T1218.012,mitigates,nist-800-53-r5
cm-11,T1218.013,mitigates,nist-800-53-r5
cm-11,T1218.014,mitigates,nist-800-53-r5
cm-11,T1505,mitigates,nist-800-53-r5
cm-11,T1543,mitigates,nist-800-53-r5
cm-11,T1543.001,mitigates,nist-800-53-r5
cm-11,T1543.003,mitigates,nist-800-53-r5
cm-11,T1550.001,mitigates,nist-800-53-r5
cm-11,T1021.005,mitigates,nist-800-53-r5
cm-11,T1059.006,mitigates,nist-800-53-r5
cm-11,T1218.001,mitigates,nist-800-53-r5
cm-11,T1218.002,mitigates,nist-800-53-r5
cm-11,T1218.005,mitigates,nist-800-53-r5
cm-11,T1505.001,mitigates,nist-800-53-r5
cm-11,T1505.002,mitigates,nist-800-53-r5
cm-11,T1505.004,mitigates,nist-800-53-r5
cm-11,T1543.002,mitigates,nist-800-53-r5
cm-11,T1543.004,mitigates,nist-800-53-r5
cm-11,T1547.013,mitigates,nist-800-53-r5
cm-11,T1564.009,mitigates,nist-800-53-r5
cm-11,T1569,mitigates,nist-800-53-r5
cm-11,T1569.001,mitigates,nist-800-53-r5
cm-11,T1218,mitigates,nist-800-53-r5
cm-12,T1025,mitigates,nist-800-53-r5
cm-12,T1005,mitigates,nist-800-53-r5
cm-2,T1011.001,mitigates,nist-800-53-r5
cm-2,T1020.001,mitigates,nist-800-53-r5
cm-2,T1021.001,mitigates,nist-800-53-r5
cm-2,T1027,mitigates,nist-800-53-r5
cm-2,T1037.002,mitigates,nist-800-53-r5
cm-2,T1037.005,mitigates,nist-800-53-r5
cm-2,T1047,mitigates,nist-800-53-r5
cm-2,T1053,mitigates,nist-800-53-r5
cm-2,T1053.002,mitigates,nist-800-53-r5
cm-2,T1053.005,mitigates,nist-800-53-r5
cm-2,T1059,mitigates,nist-800-53-r5
cm-2,T1059.001,mitigates,nist-800-53-r5
cm-2,T1059.002,mitigates,nist-800-53-r5
cm-2,T1059.005,mitigates,nist-800-53-r5
cm-2,T1059.008,mitigates,nist-800-53-r5
cm-2,T1070,mitigates,nist-800-53-r5
cm-2,T1070.001,mitigates,nist-800-53-r5
cm-2,T1070.003,mitigates,nist-800-53-r5
cm-2,T1095,mitigates,nist-800-53-r5
cm-2,T1098.004,mitigates,nist-800-53-r5
cm-2,T1105,mitigates,nist-800-53-r5
cm-2,T1106,mitigates,nist-800-53-r5
cm-2,T1129,mitigates,nist-800-53-r5
cm-2,T1176,mitigates,nist-800-53-r5
cm-2,T1189,mitigates,nist-800-53-r5
cm-2,T1205,mitigates,nist-800-53-r5
cm-2,T1210,mitigates,nist-800-53-r5
cm-2,T1211,mitigates,nist-800-53-r5
cm-2,T1216,mitigates,nist-800-53-r5
cm-2,T1216.001,mitigates,nist-800-53-r5
cm-2,T1218.003,mitigates,nist-800-53-r5
cm-2,T1218.004,mitigates,nist-800-53-r5
cm-2,T1218.007,mitigates,nist-800-53-r5
cm-2,T1218.008,mitigates,nist-800-53-r5
cm-2,T1218.009,mitigates,nist-800-53-r5
cm-2,T1218.012,mitigates,nist-800-53-r5
cm-2,T1218.013,mitigates,nist-800-53-r5
cm-2,T1218.014,mitigates,nist-800-53-r5
cm-2,T1219,mitigates,nist-800-53-r5
cm-2,T1221,mitigates,nist-800-53-r5
cm-2,T1486,mitigates,nist-800-53-r5
cm-2,T1490,mitigates,nist-800-53-r5
cm-2,T1491,mitigates,nist-800-53-r5
cm-2,T1491.001,mitigates,nist-800-53-r5
cm-2,T1491.002,mitigates,nist-800-53-r5
cm-2,T1505,mitigates,nist-800-53-r5
cm-2,T1505.003,mitigates,nist-800-53-r5
cm-2,T1525,mitigates,nist-800-53-r5
cm-2,T1543,mitigates,nist-800-53-r5
cm-2,T1543.001,mitigates,nist-800-53-r5
cm-2,T1543.003,mitigates,nist-800-53-r5
cm-2,T1546,mitigates,nist-800-53-r5
cm-2,T1546.002,mitigates,nist-800-53-r5
cm-2,T1546.003,mitigates,nist-800-53-r5
cm-2,T1546.006,mitigates,nist-800-53-r5
cm-2,T1547.003,mitigates,nist-800-53-r5
cm-2,T1547.007,mitigates,nist-800-53-r5
cm-2,T1547.008,mitigates,nist-800-53-r5
cm-2,T1548.002,mitigates,nist-800-53-r5
cm-2,T1548.003,mitigates,nist-800-53-r5
cm-2,T1550.001,mitigates,nist-800-53-r5
cm-2,T1553.001,mitigates,nist-800-53-r5
cm-2,T1553.005,mitigates,nist-800-53-r5
cm-2,T1556.004,mitigates,nist-800-53-r5
cm-2,T1558,mitigates,nist-800-53-r5
cm-2,T1558.003,mitigates,nist-800-53-r5
cm-2,T1559,mitigates,nist-800-53-r5
cm-2,T1559.002,mitigates,nist-800-53-r5
cm-2,T1562,mitigates,nist-800-53-r5
cm-2,T1562.001,mitigates,nist-800-53-r5
cm-2,T1562.003,mitigates,nist-800-53-r5
cm-2,T1562.006,mitigates,nist-800-53-r5
cm-2,T1562.010,mitigates,nist-800-53-r5
cm-2,T1565,mitigates,nist-800-53-r5
cm-2,T1565.001,mitigates,nist-800-53-r5
cm-2,T1565.002,mitigates,nist-800-53-r5
cm-2,T1570,mitigates,nist-800-53-r5
cm-2,T1574,mitigates,nist-800-53-r5
cm-2,T1574.007,mitigates,nist-800-53-r5
cm-2,T1602.002,mitigates,nist-800-53-r5
cm-2,T1001,mitigates,nist-800-53-r5
cm-2,T1001.001,mitigates,nist-800-53-r5
cm-2,T1001.002,mitigates,nist-800-53-r5
cm-2,T1001.003,mitigates,nist-800-53-r5
cm-2,T1003,mitigates,nist-800-53-r5
cm-2,T1003.004,mitigates,nist-800-53-r5
cm-2,T1003.005,mitigates,nist-800-53-r5
cm-2,T1003.006,mitigates,nist-800-53-r5
cm-2,T1003.007,mitigates,nist-800-53-r5
cm-2,T1003.008,mitigates,nist-800-53-r5
cm-2,T1008,mitigates,nist-800-53-r5
cm-2,T1021.002,mitigates,nist-800-53-r5
cm-2,T1021.003,mitigates,nist-800-53-r5
cm-2,T1021.004,mitigates,nist-800-53-r5
cm-2,T1021.005,mitigates,nist-800-53-r5
cm-2,T1021.006,mitigates,nist-800-53-r5
cm-2,T1029,mitigates,nist-800-53-r5
cm-2,T1030,mitigates,nist-800-53-r5
cm-2,T1036,mitigates,nist-800-53-r5
cm-2,T1036.001,mitigates,nist-800-53-r5
cm-2,T1036.003,mitigates,nist-800-53-r5
cm-2,T1036.005,mitigates,nist-800-53-r5
cm-2,T1036.007,mitigates,nist-800-53-r5
cm-2,T1037,mitigates,nist-800-53-r5
cm-2,T1037.003,mitigates,nist-800-53-r5
cm-2,T1037.004,mitigates,nist-800-53-r5
cm-2,T1048,mitigates,nist-800-53-r5
cm-2,T1048.001,mitigates,nist-800-53-r5
cm-2,T1048.002,mitigates,nist-800-53-r5
cm-2,T1048.003,mitigates,nist-800-53-r5
cm-2,T1052,mitigates,nist-800-53-r5
cm-2,T1052.001,mitigates,nist-800-53-r5
cm-2,T1059.003,mitigates,nist-800-53-r5
cm-2,T1059.004,mitigates,nist-800-53-r5
cm-2,T1059.006,mitigates,nist-800-53-r5
cm-2,T1059.007,mitigates,nist-800-53-r5
cm-2,T1070.002,mitigates,nist-800-53-r5
cm-2,T1071,mitigates,nist-800-53-r5
cm-2,T1071.001,mitigates,nist-800-53-r5
cm-2,T1071.002,mitigates,nist-800-53-r5
cm-2,T1071.003,mitigates,nist-800-53-r5
cm-2,T1071.004,mitigates,nist-800-53-r5
cm-2,T1072,mitigates,nist-800-53-r5
cm-2,T1080,mitigates,nist-800-53-r5
cm-2,T1090,mitigates,nist-800-53-r5
cm-2,T1090.001,mitigates,nist-800-53-r5
cm-2,T1090.002,mitigates,nist-800-53-r5
cm-2,T1092,mitigates,nist-800-53-r5
cm-2,T1102,mitigates,nist-800-53-r5
cm-2,T1102.001,mitigates,nist-800-53-r5
cm-2,T1102.002,mitigates,nist-800-53-r5
cm-2,T1102.003,mitigates,nist-800-53-r5
cm-2,T1104,mitigates,nist-800-53-r5
cm-2,T1110,mitigates,nist-800-53-r5
cm-2,T1110.003,mitigates,nist-800-53-r5
cm-2,T1110.004,mitigates,nist-800-53-r5
cm-2,T1114,mitigates,nist-800-53-r5
cm-2,T1114.002,mitigates,nist-800-53-r5
cm-2,T1127,mitigates,nist-800-53-r5
cm-2,T1127.001,mitigates,nist-800-53-r5
cm-2,T1132,mitigates,nist-800-53-r5
cm-2,T1132.001,mitigates,nist-800-53-r5
cm-2,T1132.002,mitigates,nist-800-53-r5
cm-2,T1134.005,mitigates,nist-800-53-r5
cm-2,T1137,mitigates,nist-800-53-r5
