control_id,technique_id,mapping_type,matrix
sc-7,T1611,mitigates,nist-800-53-r5
sc-7,T1204,mitigates,nist-800-53-r5
sc-7,T1204.002,mitigates,nist-800-53-r5
sc-7,T1622,mitigates,nist-800-53-r5
sc-7,T1648,mitigates,nist-800-53-r5
sc-7,T1557.003,mitigates,nist-800-53-r5
sc-7,T1583.007,mitigates,nist-800-53-r5
sc-7,T1584.007,mitigates,nist-800-53-r5
sc-8,T1020.001,mitigates,nist-800-53-r5
sc-8,T1550.001,mitigates,nist-800-53-r5
sc-8,T1562.006,mitigates,nist-800-53-r5
sc-8,T1602.002,mitigates,nist-800-53-r5
sc-8,T1090,mitigates,nist-800-53-r5
sc-8,T1090.004,mitigates,nist-800-53-r5
sc-8,T1550.004,mitigates,nist-800-53-r5
sc-8,T1557.002,mitigates,nist-800-53-r5
sc-8,T1562.009,mitigates,nist-800-53-r5
sc-8,T1602,mitigates,nist-800-53-r5
sc-8,T1602.001,mitigates,nist-800-53-r5
sc-8,T1040,mitigates,nist-800-53-r5
sc-8,T1552.007,mitigates,nist-800-53-r5
sc-8,T1557,mitigates,nist-800-53-r5
sc-8,T1557.001,mitigates,nist-800-53-r5
sc-8,T1557.003,mitigates,nist-800-53-r5
sc-8,T1622,mitigates,nist-800-53-r5
si-10,T1059,mitigates,nist-800-53-r5
si-10,T1059.001,mitigates,nist-800-53-r5
si-10,T1059.002,mitigates,nist-800-53-r5
si-10,T1059.005,mitigates,nist-800-53-r5
si-10,T1059.008,mitigates,nist-800-53-r5
si-10,T1095,mitigates,nist-800-53-r5
si-10,T1129,mitigates,nist-800-53-r5
si-10,T1176,mitigates,nist-800-53-r5
si-10,T1190,mitigates,nist-800-53-r5
si-10,T1197,mitigates,nist-800-53-r5
si-10,T1216,mitigates,nist-800-53-r5
si-10,T1216.001,mitigates,nist-800-53-r5
si-10,T1218.003,mitigates,nist-800-53-r5
si-10,T1218.004,mitigates,nist-800-53-r5
si-10,T1218.008,mitigates,nist-800-53-r5
si-10,T1218.009,mitigates,nist-800-53-r5
si-10,T1218.010,mitigates,nist-800-53-r5
si-10,T1218.012,mitigates,nist-800-53-r5
si-10,T1218.013,mitigates,nist-800-53-r5
si-10,T1218.014,mitigates,nist-800-53-r5
si-10,T1219,mitigates,nist-800-53-r5
si-10,T1221,mitigates,nist-800-53-r5
si-10,T1498.001,mitigates,nist-800-53-r5
si-10,T1498.002,mitigates,nist-800-53-r5
si-10,T1499,mitigates,nist-800-53-r5
si-10,T1499.001,mitigates,nist-800-53-r5
si-10,T1499.002,mitigates,nist-800-53-r5
si-10,T1499.003,mitigates,nist-800-53-r5
si-10,T1499.004,mitigates,nist-800-53-r5
si-10,T1537,mitigates,nist-800-53-r5
si-10,T1546.002,mitigates,nist-800-53-r5
si-10,T1546.006,mitigates,nist-800-53-r5
si-10,T1547.004,mitigates,nist-800-53-r5
si-10,T1547.006,mitigates,nist-800-53-r5
si-10,T1552.005,mitigates,nist-800-53-r5
si-10,T1553.001,mitigates,nist-800-53-r5
si-10,T1553.005,mitigates,nist-800-53-r5
si-10,T1570,mitigates,nist-800-53-r5
si-10,T1574,mitigates,nist-800-53-r5
si-10,T1574.007,mitigates,nist-800-53-r5
si-10,T1602.002,mitigates,nist-800-53-r5
si-10,T1609,mitigates,nist-800-53-r5
si-10,T1021.002,mitigates,nist-800-53-r5
si-10,T1021.005,mitigates,nist-800-53-r5
si-10,T1036,mitigates,nist-800-53-r5
si-10,T1036.005,mitigates,nist-800-53-r5
si-10,T1048,mitigates,nist-800-53-r5
si-10,T1048.001,mitigates,nist-800-53-r5
si-10,T1048.002,mitigates,nist-800-53-r5
si-10,T1048.003,mitigates,nist-800-53-r5
si-10,T1059.003,mitigates,nist-800-53-r5
si-10,T1059.004,mitigates,nist-800-53-r5
si-10,T1059.006,mitigates,nist-800-53-r5
si-10,T1059.007,mitigates,nist-800-53-r5
si-10,T1071.004,mitigates,nist-800-53-r5
si-10,T1080,mitigates,nist-800-53-r5
si-10,T1090,mitigates,nist-800-53-r5
si-10,T1090.003,mitigates,nist-800-53-r5
si-10,T1127,mitigates,nist-800-53-r5
si-10,T1187,mitigates,nist-800-53-r5
si-10,T1218.001,mitigates,nist-800-53-r5
si-10,T1218.002,mitigates,nist-800-53-r5
si-10,T1218.005,mitigates,nist-800-53-r5
si-10,T1220,mitigates,nist-800-53-r5
si-10,T1498,mitigates,nist-800-53-r5
si-10,T1546.008,mitigates,nist-800-53-r5
si-10,T1546.009,mitigates,nist-800-53-r5
si-10,T1546.010,mitigates,nist-800-53-r5
si-10,T1552,mitigates,nist-800-53-r5
si-10,T1553,mitigates,nist-800-53-r5
si-10,T1553.003,mitigates,nist-800-53-r5
si-10,T1557.002,mitigates,nist-800-53-r5
si-10,T1564.003,mitigates,nist-800-53-r5
si-10,T1564.006,mitigates,nist-800-53-r5
si-10,T1564.009,mitigates,nist-800-53-r5
si-10,T1572,mitigates,nist-800-53-r5
si-10,T1574.001,mitigates,nist-800-53-r5
si-10,T1574.006,mitigates,nist-800-53-r5
si-10,T1574.008,mitigates,nist-800-53-r5
si-10,T1574.009,mitigates,nist-800-53-r5
si-10,T1574.012,mitigates,nist-800-53-r5
si-10,T1599.001,mitigates,nist-800-53-r5
si-10,T1602,mitigates,nist-800-53-r5
si-10,T1602.001,mitigates,nist-800-53-r5
si-10,T1218,mitigates,nist-800-53-r5
si-10,T1218.011,mitigates,nist-800-53-r5
si-10,T1530,mitigates,nist-800-53-r5
si-10,T1557,mitigates,nist-800-53-r5
si-10,T1557.001,mitigates,nist-800-53-r5
si-10,T1599,mitigates,nist-800-53-r5
si-10,T1204,mitigates,nist-800-53-r5
si-10,T1204.002,mitigates,nist-800-53-r5
si-10,T1557.003,mitigates,nist-800-53-r5
si-10,T1574.013,mitigates,nist-800-53-r5
si-10,T1622,mitigates,nist-800-53-r5
si-12,T1020.001,mitigates,nist-800-53-r5
si-12,T1070,mitigates,nist-800-53-r5
si-12,T1070.001,mitigates,nist-800-53-r5
si-12,T1550.001,mitigates,nist-800-53-r5
si-12,T1558,mitigates,nist-800-53-r5
si-12,T1558.003,mitigates,nist-800-53-r5
si-12,T1565,mitigates,nist-800-53-r5
si-12,T1565.001,mitigates,nist-800-53-r5
si-12,T1565.002,mitigates,nist-800-53-r5
si-12,T1602.002,mitigates,nist-800-53-r5
si-12,T1003,mitigates,nist-800-53-r5
si-12,T1070.002,mitigates,nist-800-53-r5
si-12,T1114,mitigates,nist-800-53-r5
si-12,T1114.001,mitigates,nist-800-53-r5
si-12,T1114.002,mitigates,nist-800-53-r5
si-12,T1114.003,mitigates,nist-800-53-r5
si-12,T1548,mitigates,nist-800-53-r5
si-12,T1548.004,mitigates,nist-800-53-r5
si-12,T1552,mitigates,nist-800-53-r5
si-12,T1552.004,mitigates,nist-800-53-r5
si-12,T1557.002,mitigates,nist-800-53-r5
si-12,T1558.002,mitigates,nist-800-53-r5
si-12,T1558.004,mitigates,nist-800-53-r5
si-12,T1602,mitigates,nist-800-53-r5
si-12,T1602.001,mitigates,nist-800-53-r5
si-12,T1003.003,mitigates,nist-800-53-r5
si-12,T1040,mitigates,nist-800-53-r5
si-12,T1119,mitigates,nist-800-53-r5
si-12,T1530,mitigates,nist-800-53-r5
si-12,T1557,mitigates,nist-800-53-r5
si-12,T1070.008,mitigates,nist-800-53-r5
si-14,T1505,mitigates,nist-800-53-r5
si-14,T1546.003,mitigates,nist-800-53-r5
si-14,T1547.004,mitigates,nist-800-53-r5
si-14,T1547.006,mitigates,nist-800-53-r5
si-14,T1505.001,mitigates,nist-800-53-r5
si-14,T1505.002,mitigates,nist-800-53-r5
si-14,T1505.004,mitigates,nist-800-53-r5
si-15,T1095,mitigates,nist-800-53-r5
si-15,T1197,mitigates,nist-800-53-r5
si-15,T1205,mitigates,nist-800-53-r5
si-15,T1205.001,mitigates,nist-800-53-r5
si-15,T1218.012,mitigates,nist-800-53-r5
si-15,T1219,mitigates,nist-800-53-r5
si-15,T1498.001,mitigates,nist-800-53-r5
si-15,T1498.002,mitigates,nist-800-53-r5
si-15,T1499,mitigates,nist-800-53-r5
si-15,T1499.001,mitigates,nist-800-53-r5
si-15,T1499.002,mitigates,nist-800-53-r5
si-15,T1499.003,mitigates,nist-800-53-r5
si-15,T1499.004,mitigates,nist-800-53-r5
si-15,T1537,mitigates,nist-800-53-r5
si-15,T1552.005,mitigates,nist-800-53-r5
si-15,T1570,mitigates,nist-800-53-r5
si-15,T1602.002,mitigates,nist-800-53-r5
si-15,T1021.002,mitigates,nist-800-53-r5
si-15,T1021.005,mitigates,nist-800-53-r5
si-15,T1048,mitigates,nist-800-53-r5
si-15,T1048.001,mitigates,nist-800-53-r5
si-15,T1048.002,mitigates,nist-800-53-r5
si-15,T1048.003,mitigates,nist-800-53-r5
si-15,T1071.004,mitigates,nist-800-53-r5
si-15,T1090,mitigates,nist-800-53-r5
si-15,T1090.003,mitigates,nist-800-53-r5
si-15,T1187,mitigates,nist-800-53-r5
si-15,T1498,mitigates,nist-800-53-r5
si-15,T1552,mitigates,nist-800-53-r5
si-15,T1557.002,mitigates,nist-800-53-r5
si-15,T1564.009,mitigates,nist-800-53-r5
si-15,T1572,mitigates,nist-800-53-r5
si-15,T1599.001,mitigates,nist-800-53-r5
si-15,T1602,mitigates,nist-800-53-r5
si-15,T1602.001,mitigates,nist-800-53-r5
si-15,T1530,mitigates,nist-800-53-r5
si-15,T1557,mitigates,nist-800-53-r5
si-15,T1557.001,mitigates,nist-800-53-r5
si-15,T1599,mitigates,nist-800-53-r5
si-15,T1557.003,mitigates,nist-800-53-r5
si-15,T1622,mitigates,nist-800-53-r5
si-16,T1047,mitigates,nist-800-53-r5
si-16,T1059,mitigates,nist-800-53-r5
si-16,T1059.001,mitigates,nist-800-53-r5
si-16,T1059.002,mitigates,nist-800-53-r5
si-16,T1059.005,mitigates,nist-800-53-r5
si-16,T1059.008,mitigates,nist-800-53-r5
si-16,T1218.003,mitigates,nist-800-53-r5
si-16,T1218.004,mitigates,nist-800-53-r5
si-16,T1218.008,mitigates,nist-800-53-r5
si-16,T1218.009,mitigates,nist-800-53-r5
si-16,T1218.012,mitigates,nist-800-53-r5
si-16,T1218.013,mitigates,nist-800-53-r5
si-16,T1218.014,mitigates,nist-800-53-r5
si-16,T1543,mitigates,nist-800-53-r5
si-16,T1547.004,mitigates,nist-800-53-r5
si-16,T1547.006,mitigates,nist-800-53-r5
si-16,T1565,mitigates,nist-800-53-r5
si-16,T1565.001,mitigates,nist-800-53-r5
si-16,T1565.003,mitigates,nist-800-53-r5
si-16,T1055.009,mitigates,nist-800-53-r5
si-16,T1059.003,mitigates,nist-800-53-r5
si-16,T1059.004,mitigates,nist-800-53-r5
si-16,T1059.006,mitigates,nist-800-53-r5
si-16,T1059.007,mitigates,nist-800-53-r5
si-16,T1218.001,mitigates,nist-800-53-r5
si-16,T1218.002,mitigates,nist-800-53-r5
si-16,T1218.005,mitigates,nist-800-53-r5
si-16,T1505.004,mitigates,nist-800-53-r5
si-16,T1543.002,mitigates,nist-800-53-r5
si-16,T1548,mitigates,nist-800-53-r5
si-16,T1548.004,mitigates,nist-800-53-r5
si-16,T1003.001,mitigates,nist-800-53-r5
si-16,T1218,mitigates,nist-800-53-r5
si-16,T1611,mitigates,nist-800-53-r5
si-2,T1027,mitigates,nist-800-53-r5
si-2,T1027.002,mitigates,nist-800-53-r5
si-2,T1047,mitigates,nist-800-53-r5
si-2,T1059,mitigates,nist-800-53-r5
si-2,T1059.001,mitigates,nist-800-53-r5
si-2,T1059.005,mitigates,nist-800-53-r5
si-2,T1106,mitigates,nist-800-53-r5
si-2,T1189,mitigates,nist-800-53-r5
si-2,T1190,mitigates,nist-800-53-r5
si-2,T1195,mitigates,nist-800-53-r5
si-2,T1195.001,mitigates,nist-800-53-r5
si-2,T1195.002,mitigates,nist-800-53-r5
si-2,T1210,mitigates,nist-800-53-r5
si-2,T1211,mitigates,nist-800-53-r5
si-2,T1213.003,mitigates,nist-800-53-r5
si-2,T1221,mitigates,nist-800-53-r5
si-2,T1495,mitigates,nist-800-53-r5
si-2,T1525,mitigates,nist-800-53-r5
si-2,T1546.006,mitigates,nist-800-53-r5
si-2,T1547.006,mitigates,nist-800-53-r5
si-2,T1548.002,mitigates,nist-800-53-r5
si-2,T1559,mitigates,nist-800-53-r5
si-2,T1559.002,mitigates,nist-800-53-r5
si-2,T1574,mitigates,nist-800-53-r5
si-2,T1003,mitigates,nist-800-53-r5
si-2,T1055.002,mitigates,nist-800-53-r5
si-2,T1055.003,mitigates,nist-800-53-r5
si-2,T1055.004,mitigates,nist-800-53-r5
si-2,T1055.005,mitigates,nist-800-53-r5
si-2,T1055.008,mitigates,nist-800-53-r5
si-2,T1055.009,mitigates,nist-800-53-r5
si-2,T1055.011,mitigates,nist-800-53-r5
si-2,T1055.012,mitigates,nist-800-53-r5
si-2,T1055.013,mitigates,nist-800-53-r5
si-2,T1059.006,mitigates,nist-800-53-r5
si-2,T1072,mitigates,nist-800-53-r5
si-2,T1137,mitigates,nist-800-53-r5
si-2,T1137.003,mitigates,nist-800-53-r5
si-2,T1137.004,mitigates,nist-800-53-r5
si-2,T1137.005,mitigates,nist-800-53-r5
si-2,T1204.001,mitigates,nist-800-53-r5
si-2,T1204.003,mitigates,nist-800-53-r5
si-2,T1542,mitigates,nist-800-53-r5
si-2,T1542.001,mitigates,nist-800-53-r5
si-2,T1542.003,mitigates,nist-800-53-r5
si-2,T1542.004,mitigates,nist-800-53-r5
si-2,T1542.005,mitigates,nist-800-53-r5
si-2,T1546.010,mitigates,nist-800-53-r5
si-2,T1546.011,mitigates,nist-800-53-r5
si-2,T1550.002,mitigates,nist-800-53-r5
si-2,T1552,mitigates,nist-800-53-r5
si-2,T1552.006,mitigates,nist-800-53-r5
si-2,T1553,mitigates,nist-800-53-r5
si-2,T1553.006,mitigates,nist-800-53-r5
si-2,T1555.005,mitigates,nist-800-53-r5
si-2,T1566,mitigates,nist-800-53-r5
si-2,T1566.001,mitigates,nist-800-53-r5
si-2,T1566.003,mitigates,nist-800-53-r5
si-2,T1574.002,mitigates,nist-800-53-r5
si-2,T1601,mitigates,nist-800-53-r5
si-2,T1601.001,mitigates,nist-800-53-r5
si-2,T1601.002,mitigates,nist-800-53-r5
si-2,T1606,mitigates,nist-800-53-r5
si-2,T1606.001,mitigates,nist-800-53-r5
si-2,T1003.001,mitigates,nist-800-53-r5
si-2,T1055,mitigates,nist-800-53-r5
si-2,T1055.001,mitigates,nist-800-53-r5
si-2,T1055.014,mitigates,nist-800-53-r5
si-2,T1068,mitigates,nist-800-53-r5
si-2,T1195.003,mitigates,nist-800-53-r5
si-2,T1212,mitigates,nist-800-53-r5
si-2,T1611,mitigates,nist-800-53-r5
si-2,T1204,mitigates,nist-800-53-r5
si-2,T1027.007,mitigates,nist-800-53-r5
si-2,T1027.008,mitigates,nist-800-53-r5
si-2,T1027.009,mitigates,nist-800-53-r5
si-2,T1546.016,mitigates,nist-800-53-r5
si-2,T1574.013,mitigates,nist-800-53-r5
si-23,T1070,mitigates,nist-800-53-r5
si-23,T1070.001,mitigates,nist-800-53-r5
si-23,T1565,mitigates,nist-800-53-r5
si-23,T1565.001,mitigates,nist-800-53-r5
si-23,T1070.002,mitigates,nist-800-53-r5
si-23,T1072,mitigates,nist-800-53-r5
si-23,T1119,mitigates,nist-800-53-r5
si-3,T1011.001,mitigates,nist-800-53-r5
si-3,T1027,mitigates,nist-800-53-r5
si-3,T1027.002,mitigates,nist-800-53-r5
si-3,T1037.002,mitigates,nist-800-53-r5
si-3,T1037.005,mitigates,nist-800-53-r5
si-3,T1047,mitigates,nist-800-53-r5
si-3,T1059,mitigates,nist-800-53-r5
si-3,T1059.001,mitigates,nist-800-53-r5
si-3,T1059.002,mitigates,nist-800-53-r5
si-3,T1059.005,mitigates,nist-800-53-r5
si-3,T1059.008,mitigates,nist-800-53-r5
si-3,T1070,mitigates,nist-800-53-r5
si-3,T1070.001,mitigates,nist-800-53-r5
si-3,T1070.003,mitigates,nist-800-53-r5
si-3,T1095,mitigates,nist-800-53-r5
si-3,T1098.004,mitigates,nist-800-53-r5
si-3,T1105,mitigates,nist-800-53-r5
si-3,T1106,mitigates,nist-800-53-r5
si-3,T1176,mitigates,nist-800-53-r5
si-3,T1189,mitigates,nist-800-53-r5
si-3,T1190,mitigates,nist-800-53-r5
si-3,T1203,mitigates,nist-800-53-r5
si-3,T1210,mitigates,nist-800-53-r5
si-3,T1211,mitigates,nist-800-53-r5
si-3,T1218.003,mitigates,nist-800-53-r5
si-3,T1218.004,mitigates,nist-800-53-r5
si-3,T1218.008,mitigates,nist-800-53-r5
si-3,T1218.009,mitigates,nist-800-53-r5
si-3,T1218.012,mitigates,nist-800-53-r5
si-3,T1218.013,mitigates,nist-800-53-r5
si-3,T1218.014,mitigates,nist-800-53-r5
si-3,T1219,mitigates,nist-800-53-r5
si-3,T1221,mitigates,nist-800-53-r5
si-3,T1486,mitigates,nist-800-53-r5
si-3,T1490,mitigates,nist-800-53-r5
si-3,T1491,mitigates,nist-800-53-r5
si-3,T1491.001,mitigates,nist-800-53-r5
si-3,T1491.002,mitigates,nist-800-53-r5
si-3,T1525,mitigates,nist-800-53-r5
si-3,T1543,mitigates,nist-800-53-r5
si-3,T1546.002,mitigates,nist-800-53-r5
si-3,T1546.003,mitigates,nist-800-53-r5
si-3,T1546.006,mitigates,nist-800-53-r5
si-3,T1547.002,mitigates,nist-800-53-r5
si-3,T1547.006,mitigates,nist-800-53-r5
si-3,T1547.007,mitigates,nist-800-53-r5
si-3,T1547.008,mitigates,nist-800-53-r5
si-3,T1558,mitigates,nist-800-53-r5
si-3,T1558.003,mitigates,nist-800-53-r5
si-3,T1559,mitigates,nist-800-53-r5
si-3,T1559.002,mitigates,nist-800-53-r5
si-3,T1562,mitigates,nist-800-53-r5
si-3,T1562.001,mitigates,nist-800-53-r5
si-3,T1562.006,mitigates,nist-800-53-r5
si-3,T1567,mitigates,nist-800-53-r5
si-3,T1568.002,mitigates,nist-800-53-r5
si-3,T1570,mitigates,nist-800-53-r5
si-3,T1574,mitigates,nist-800-53-r5
si-3,T1574.007,mitigates,nist-800-53-r5
si-3,T1602.002,mitigates,nist-800-53-r5
si-3,T1001,mitigates,nist-800-53-r5
si-3,T1001.001,mitigates,nist-800-53-r5
si-3,T1001.002,mitigates,nist-800-53-r5
si-3,T1001.003,mitigates,nist-800-53-r5
si-3,T1003,mitigates,nist-800-53-r5
si-3,T1003.004,mitigates,nist-800-53-r5
si-3,T1003.005,mitigates,nist-800-53-r5
si-3,T1003.006,mitigates,nist-800-53-r5
si-3,T1003.007,mitigates,nist-800-53-r5
si-3,T1003.008,mitigates,nist-800-53-r5
si-3,T1008,mitigates,nist-800-53-r5
si-3,T1021.003,mitigates,nist-800-53-r5
si-3,T1021.005,mitigates,nist-800-53-r5
si-3,T1025,mitigates,nist-800-53-r5
si-3,T1029,mitigates,nist-800-53-r5
si-3,T1030,mitigates,nist-800-53-r5
si-3,T1036,mitigates,nist-800-53-r5
si-3,T1036.003,mitigates,nist-800-53-r5
si-3,T1036.005,mitigates,nist-800-53-r5
si-3,T1037,mitigates,nist-800-53-r5
si-3,T1037.003,mitigates,nist-800-53-r5
si-3,T1037.004,mitigates,nist-800-53-r5
si-3,T1041,mitigates,nist-800-53-r5
si-3,T1048,mitigates,nist-800-53-r5
si-3,T1048.001,mitigates,nist-800-53-r5
si-3,T1048.002,mitigates,nist-800-53-r5
si-3,T1048.003,mitigates,nist-800-53-r5
si-3,T1052,mitigates,nist-800-53-r5
si-3,T1052.001,mitigates,nist-800-53-r5
si-3,T1055.002,mitigates,nist-800-53-r5
si-3,T1055.003,mitigates,nist-800-53-r5
si-3,T1055.004,mitigates,nist-800-53-r5
si-3,T1055.005,mitigates,nist-800-53-r5
si-3,T1055.008,mitigates,nist-800-53-r5
si-3,T1055.009,mitigates,nist-800-53-r5
si-3,T1055.011,mitigates,nist-800-53-r5
si-3,T1055.012,mitigates,nist-800-53-r5
si-3,T1055.013,mitigates,nist-800-53-r5
si-3,T1059.003,mitigates,nist-800-53-r5
si-3,T1059.004,mitigates,nist-800-53-r5
si-3,T1059.006,mitigates,nist-800-53-r5
si-3,T1059.007,mitigates,nist-800-53-r5
si-3,T1070.002,mitigates,nist-800-53-r5
si-3,T1071,mitigates,nist-800-53-r5
si-3,T1071.001,mitigates,nist-800-53-r5
si-3,T1071.002,mitigates,nist-800-53-r5
si-3,T1071.003,mitigates,nist-800-53-r5
si-3,T1071.004,mitigates,nist-800-53-r5
si-3,T1072,mitigates,nist-800-53-r5
si-3,T1080,mitigates,nist-800-53-r5
si-3,T1090,mitigates,nist-800-53-r5
si-3,T1090.001,mitigates,nist-800-53-r5
si-3,T1090.002,mitigates,nist-800-53-r5
si-3,T1092,mitigates,nist-800-53-r5
si-3,T1102,mitigates,nist-800-53-r5
si-3,T1102.001,mitigates,nist-800-53-r5
si-3,T1102.002,mitigates,nist-800-53-r5
si-3,T1102.003,mitigates,nist-800-53-r5
si-3,T1104,mitigates,nist-800-53-r5
si-3,T1132,mitigates,nist-800-53-r5
si-3,T1132.001,mitigates,nist-800-53-r5
si-3,T1132.002,mitigates,nist-800-53-r5
si-3,T1137,mitigates,nist-800-53-r5
si-3,T1137.001,mitigates,nist-800-53-r5
si-3,T1185,mitigates,nist-800-53-r5
si-3,T1204.001,mitigates,nist-800-53-r5
si-3,T1204.003,mitigates,nist-800-53-r5
si-3,T1218.001,mitigates,nist-800-53-r5
si-3,T1218.002,mitigates,nist-800-53-r5
si-3,T1218.005,mitigates,nist-800-53-r5
si-3,T1485,mitigates,nist-800-53-r5
si-3,T1505.004,mitigates,nist-800-53-r5
si-3,T1539,mitigates,nist-800-53-r5
si-3,T1543.002,mitigates,nist-800-53-r5
si-3,T1546.004,mitigates,nist-800-53-r5
si-3,T1546.013,mitigates,nist-800-53-r5
si-3,T1546.014,mitigates,nist-800-53-r5
si-3,T1547.005,mitigates,nist-800-53-r5
si-3,T1547.013,mitigates,nist-800-53-r5
si-3,T1548,mitigates,nist-800-53-r5
si-3,T1548.004,mitigates,nist-800-53-r5
si-3,T1553.003,mitigates,nist-800-53-r5
si-3,T1557.002,mitigates,nist-800-53-r5
si-3,T1558.002,mitigates,nist-800-53-r5
si-3,T1558.004,mitigates,nist-800-53-r5
si-3,T1559.001,mitigates,nist-800-53-r5
si-3,T1560,mitigates,nist-800-53-r5
si-3,T1561,mitigates,nist-800-53-r5
si-3,T1561.001,mitigates,nist-800-53-r5
si-3,T1561.002,mitigates,nist-800-53-r5
si-3,T1562.002,mitigates,nist-800-53-r5
si-3,T1562.004,mitigates,nist-800-53-r5
si-3,T1564.004,mitigates,nist-800-53-r5
si-3,T1564.008,mitigates,nist-800-53-r5
si-3,T1564.009,mitigates,nist-800-53-r5
si-3,T1566,mitigates,nist-800-53-r5
si-3,T1566.001,mitigates,nist-800-53-r5
si-3,T1566.003,mitigates,nist-800-53-r5
si-3,T1568,mitigates,nist-800-53-r5
si-3,T1569,mitigates,nist-800-53-r5
si-3,T1569.002,mitigates,nist-800-53-r5
si-3,T1571,mitigates,nist-800-53-r5
si-3,T1572,mitigates,nist-800-53-r5
si-3,T1573,mitigates,nist-800-53-r5
si-3,T1573.001,mitigates,nist-800-53-r5
si-3,T1573.002,mitigates,nist-800-53-r5
si-3,T1574.001,mitigates,nist-800-53-r5
si-3,T1574.004,mitigates,nist-800-53-r5
si-3,T1574.008,mitigates,nist-800-53-r5
si-3,T1574.009,mitigates,nist-800-53-r5
si-3,T1598,mitigates,nist-800-53-r5
si-3,T1598.001,mitigates,nist-800-53-r5
si-3,T1598.002,mitigates,nist-800-53-r5
si-3,T1602,mitigates,nist-800-53-r5
si-3,T1602.001,mitigates,nist-800-53-r5
si-3,T1003.001,mitigates,nist-800-53-r5
si-3,T1003.002,mitigates,nist-800-53-r5
si-3,T1003.003,mitigates,nist-800-53-r5
si-3,T1005,mitigates,nist-800-53-r5
si-3,T1046,mitigates,nist-800-53-r5
si-3,T1055,mitigates,nist-800-53-r5
si-3,T1055.001,mitigates,nist-800-53-r5
si-3,T1055.014,mitigates,nist-800-53-r5
si-3,T1056.002,mitigates,nist-800-53-r5
si-3,T1068,mitigates,nist-800-53-r5
si-3,T1091,mitigates,nist-800-53-r5
si-3,T1111,mitigates,nist-800-53-r5
si-3,T1201,mitigates,nist-800-53-r5
si-3,T1212,mitigates,nist-800-53-r5
si-3,T1218,mitigates,nist-800-53-r5
si-3,T1557,mitigates,nist-800-53-r5
si-3,T1557.001,mitigates,nist-800-53-r5
si-3,T1560.001,mitigates,nist-800-53-r5
si-3,T1566.002,mitigates,nist-800-53-r5
si-3,T1598.003,mitigates,nist-800-53-r5
si-3,T1611,mitigates,nist-800-53-r5
si-3,T1204,mitigates,nist-800-53-r5
si-3,T1204.002,mitigates,nist-800-53-r5
si-3,T1557.003,mitigates,nist-800-53-r5
si-3,T1027.007,mitigates,nist-800-53-r5
si-3,T1027.008,mitigates,nist-800-53-r5
si-3,T1027.009,mitigates,nist-800-53-r5
si-3,T1070.007,mitigates,nist-800-53-r5
si-3,T1070.008,mitigates,nist-800-53-r5
si-3,T1070.009,mitigates,nist-800-53-r5
si-3,T1546.016,mitigates,nist-800-53-r5
si-3,T1574.013,mitigates,nist-800-53-r5
si-3,T1622,mitigates,nist-800-53-r5
si-3,T1055.015,mitigates,nist-800-53-r5
si-4,T1011,mitigates,nist-800-53-r5
si-4,T1011.001,mitigates,nist-800-53-r5
si-4,T1020.001,mitigates,nist-800-53-r5
si-4,T1021.001,mitigates,nist-800-53-r5
si-4,T1027,mitigates,nist-800-53-r5
si-4,T1027.002,mitigates,nist-800-53-r5
si-4,T1037.002,mitigates,nist-800-53-r5
si-4,T1037.005,mitigates,nist-800-53-r5
si-4,T1047,mitigates,nist-800-53-r5
si-4,T1053,mitigates,nist-800-53-r5
si-4,T1053.002,mitigates,nist-800-53-r5
si-4,T1053.003,mitigates,nist-800-53-r5
si-4,T1053.005,mitigates,nist-800-53-r5
si-4,T1059,mitigates,nist-800-53-r5
si-4,T1059.001,mitigates,nist-800-53-r5
si-4,T1059.002,mitigates,nist-800-53-r5
si-4,T1059.005,mitigates,nist-800-53-r5
si-4,T1059.008,mitigates,nist-800-53-r5
si-4,T1070,mitigates,nist-800-53-r5
si-4,T1070.001,mitigates,nist-800-53-r5
si-4,T1070.003,mitigates,nist-800-53-r5
si-4,T1078.002,mitigates,nist-800-53-r5
si-4,T1078.004,mitigates,nist-800-53-r5
si-4,T1095,mitigates,nist-800-53-r5
si-4,T1098,mitigates,nist-800-53-r5
si-4,T1098.001,mitigates,nist-800-53-r5
si-4,T1098.002,mitigates,nist-800-53-r5
si-4,T1098.003,mitigates,nist-800-53-r5
si-4,T1098.004,mitigates,nist-800-53-r5
si-4,T1105,mitigates,nist-800-53-r5
si-4,T1106,mitigates,nist-800-53-r5
si-4,T1129,mitigates,nist-800-53-r5
si-4,T1176,mitigates,nist-800-53-r5
si-4,T1189,mitigates,nist-800-53-r5
si-4,T1190,mitigates,nist-800-53-r5
si-4,T1197,mitigates,nist-800-53-r5
si-4,T1203,mitigates,nist-800-53-r5
si-4,T1205,mitigates,nist-800-53-r5
si-4,T1205.001,mitigates,nist-800-53-r5
si-4,T1210,mitigates,nist-800-53-r5
si-4,T1211,mitigates,nist-800-53-r5
si-4,T1216,mitigates,nist-800-53-r5
si-4,T1216.001,mitigates,nist-800-53-r5
si-4,T1218.003,mitigates,nist-800-53-r5
si-4,T1218.004,mitigates,nist-800-53-r5
si-4,T1218.008,mitigates,nist-800-53-r5
si-4,T1218.009,mitigates,nist-800-53-r5
